aspect_id,judge,judge_goe
460dbed968,J4,0.7
460dbed968,J5,0.7
460dbed968,J6,0.7
460dbed968,J7,0.7
460dbed968,J8,0.7
460dbed968,J9,0.7
4611ca9abd,J1,0.5
4611ca9abd,J2,0.5
4611ca9abd,J3,0.0
4611ca9abd,J4,0.0
4611ca9abd,J5,0.0
4611ca9abd,J6,0.0
4611ca9abd,J7,0.0
4611ca9abd,J8,1.0
4611ca9abd,J9,0.0
4624bc939b,J1,1.0
4624bc939b,J2,1.0
4624bc939b,J3,1.0
4624bc939b,J4,1.0
4624bc939b,J5,1.0
4624bc939b,J6,1.0
4624bc939b,J7,1.0
4624bc939b,J8,1.0
4624bc939b,J9,0.5
467d61d00f,J1,-0.7
467d61d00f,J2,-1.4
467d61d00f,J3,-0.7
467d61d00f,J4,-1.4
467d61d00f,J5,-0.7
467d61d00f,J6,-1.4
467d61d00f,J7,-1.4
467d61d00f,J8,-0.7
467d61d00f,J9,-1.4
469f8bd03f,J1,1.0
469f8bd03f,J2,1.0
469f8bd03f,J3,1.0
469f8bd03f,J4,1.0
469f8bd03f,J5,1.5
469f8bd03f,J6,1.5
469f8bd03f,J7,1.0
469f8bd03f,J8,1.5
469f8bd03f,J9,1.0
46ab437b5c,J1,0.0
46ab437b5c,J2,0.0
46ab437b5c,J3,0.0
46ab437b5c,J4,-0.3
46ab437b5c,J5,0.0
46ab437b5c,J6,0.0
46ab437b5c,J7,0.0
46ab437b5c,J8,-0.3
46ab437b5c,J9,0.0
46f5b59ed4,J1,0.7
46f5b59ed4,J2,2.1
46f5b59ed4,J3,1.4
46f5b59ed4,J4,2.1
46f5b59ed4,J5,2.1
46f5b59ed4,J6,2.1
46f5b59ed4,J7,0.7
46f5b59ed4,J8,1.4
46f5b59ed4,J9,2.1
470584550e,J1,0.5
470584550e,J2,0.5
470584550e,J3,1.0
470584550e,J4,0.5
470584550e,J5,0.0
470584550e,J6,0.0
470584550e,J7,0.5
470584550e,J8,0.0
470584550e,J9,0.5
4706b926bd,J1,0.0
4706b926bd,J2,0.2
4706b926bd,J3,0.0
4706b926bd,J4,0.0
4706b926bd,J5,0.0
4706b926bd,J6,0.0
4706b926bd,J7,0.0
4706b926bd,J8,0.0
4706b926bd,J9,0.0
47a1c0a593,J1,0.5
47a1c0a593,J2,0.5
47a1c0a593,J3,0.0
47a1c0a593,J4,0.5
47a1c0a593,J5,0.0
47a1c0a593,J6,0.5
47a1c0a593,J7,0.5
47a1c0a593,J8,0.5
47a1c0a593,J9,0.5
47ab5f7e18,J1,-1.5
47ab5f7e18,J2,-1.5
47ab5f7e18,J3,-1.5
47ab5f7e18,J4,-1.0
47ab5f7e18,J5,-1.0
47ab5f7e18,J6,-1.5
47ab5f7e18,J7,-1.5
47ab5f7e18,J8,-1.5
47ab5f7e18,J9,-1.0
47f582a743,J1,3.3
47f582a743,J2,2.2
47f582a743,J3,3.3
47f582a743,J4,2.2
47f582a743,J5,3.3
47f582a743,J6,3.3
47f582a743,J7,3.3
47f582a743,J8,2.2
47f582a743,J9,3.3
47fe5152ff,J1,0.5
47fe5152ff,J2,1.0
47fe5152ff,J3,0.5
47fe5152ff,J4,0.5
47fe5152ff,J5,0.5
47fe5152ff,J6,0.5
47fe5152ff,J7,1.0
47fe5152ff,J8,1.0
47fe5152ff,J9,0.5
48015ad44d,J1,2.1
48015ad44d,J2,1.4
48015ad44d,J3,1.4
48015ad44d,J4,1.4
48015ad44d,J5,1.4
48015ad44d,J6,2.1
48015ad44d,J7,1.4
48015ad44d,J8,2.1
48015ad44d,J9,2.1
483bc6279c,J1,1.0
483bc6279c,J2,1.0
483bc6279c,J3,1.5
483bc6279c,J4,1.0
483bc6279c,J5,1.0
483bc6279c,J6,1.0
483bc6279c,J7,0.5
483bc6279c,J8,1.0
483bc6279c,J9,1.0
484cf2ab1e,J1,1.8
484cf2ab1e,J2,1.8
484cf2ab1e,J3,1.8
484cf2ab1e,J4,1.2
484cf2ab1e,J5,1.2
484cf2ab1e,J6,1.2
484cf2ab1e,J7,1.2
484cf2ab1e,J8,1.2
484cf2ab1e,J9,1.2
48aba21934,J1,1.4
48aba21934,J2,0.7
48aba21934,J3,1.4
48aba21934,J4,1.4
48aba21934,J5,0.7
48aba21934,J6,1.4
48aba21934,J7,1.4
48aba21934,J8,1.4
48aba21934,J9,0.7
48c497aeae,J1,0.5
48c497aeae,J2,0.5
48c497aeae,J3,0.5
48c497aeae,J4,0.5
48c497aeae,J5,0.5
48c497aeae,J6,0.0
48c497aeae,J7,0.5
48c497aeae,J8,0.5
48c497aeae,J9,1.0
48e85de78c,J1,1.4
48e85de78c,J2,1.4
48e85de78c,J3,1.4
48e85de78c,J4,1.4
48e85de78c,J5,0.7
48e85de78c,J6,0.7
48e85de78c,J7,1.4
48e85de78c,J8,0.7
48e85de78c,J9,0.7
491c01f4e2,J1,0.5
491c01f4e2,J2,1.0
491c01f4e2,J3,1.0
491c01f4e2,J4,1.0
491c01f4e2,J5,0.5
491c01f4e2,J6,1.0
491c01f4e2,J7,1.0
491c01f4e2,J8,1.0
491c01f4e2,J9,0.5
492a756caa,J1,1.5
492a756caa,J2,1.0
492a756caa,J3,1.5
492a756caa,J4,1.0
492a756caa,J5,1.5
492a756caa,J6,1.5
492a756caa,J7,1.5
492a756caa,J8,1.5
492a756caa,J9,1.5
492ae461b9,J1,1.0
492ae461b9,J2,1.0
492ae461b9,J3,1.0
492ae461b9,J4,0.5
492ae461b9,J5,1.0
492ae461b9,J6,1.0
492ae461b9,J7,0.5
492ae461b9,J8,1.0
492ae461b9,J9,1.0
4939110979,J1,2.1
4939110979,J2,1.4
4939110979,J3,1.4
4939110979,J4,1.4
4939110979,J5,2.1
4939110979,J6,2.1
4939110979,J7,1.4
4939110979,J8,2.1
4939110979,J9,0.7
49af6d9a13,J1,0.7
49af6d9a13,J2,0.7
49af6d9a13,J3,1.4
49af6d9a13,J4,0.7
49af6d9a13,J5,1.4
49af6d9a13,J6,1.4
49af6d9a13,J7,1.4
49af6d9a13,J8,1.4
49af6d9a13,J9,1.4
49b8f70702,J1,-4.0
49b8f70702,J2,-4.0
49b8f70702,J3,-4.0
49b8f70702,J4,-4.0
49b8f70702,J5,-4.0
49b8f70702,J6,-4.0
49b8f70702,J7,-4.0
49b8f70702,J8,-4.0
49b8f70702,J9,-4.0
49ca4f5a6e,J1,0.0
49ca4f5a6e,J2,1.2
49ca4f5a6e,J3,0.6
49ca4f5a6e,J4,0.6
49ca4f5a6e,J5,-0.5
49ca4f5a6e,J6,0.6
49ca4f5a6e,J7,0.6
49ca4f5a6e,J8,-0.5
49ca4f5a6e,J9,0.6
4a3270e2ae,J1,0.7
4a3270e2ae,J2,0.0
4a3270e2ae,J3,0.0
4a3270e2ae,J4,0.0
4a3270e2ae,J5,-0.7
4a3270e2ae,J6,0.0
4a3270e2ae,J7,0.0
4a3270e2ae,J8,0.0
4a3270e2ae,J9,0.0
4a65358b4f,J1,0.0
4a65358b4f,J2,0.0
4a65358b4f,J3,0.0
4a65358b4f,J4,0.0
4a65358b4f,J5,-1.2
4a65358b4f,J6,0.0
4a65358b4f,J7,0.0
4a65358b4f,J8,-1.2
4a65358b4f,J9,-1.2
4a6a9d0ad4,J1,1.1
4a6a9d0ad4,J2,1.1
4a6a9d0ad4,J3,2.2
4a6a9d0ad4,J4,2.2
4a6a9d0ad4,J5,1.1
4a6a9d0ad4,J6,1.1
4a6a9d0ad4,J7,1.1
4a6a9d0ad4,J8,0.0
4a6a9d0ad4,J9,1.1
4a85c1128c,J1,0.5
4a85c1128c,J2,1.0
4a85c1128c,J3,1.0
4a85c1128c,J4,1.0
4a85c1128c,J5,0.5
4a85c1128c,J6,1.0
4a85c1128c,J7,1.0
4a85c1128c,J8,0.5
4a85c1128c,J9,0.5
4a89b546fa,J1,0.5
4a89b546fa,J2,0.5
4a89b546fa,J3,0.0
4a89b546fa,J4,0.5
4a89b546fa,J5,0.5
4a89b546fa,J6,0.5
4a89b546fa,J7,0.5
4a89b546fa,J8,0.0
4a89b546fa,J9,0.5
4a8c3d4546,J1,0.7
4a8c3d4546,J2,0.7
4a8c3d4546,J3,0.7
4a8c3d4546,J4,0.0
4a8c3d4546,J5,0.7
4a8c3d4546,J6,0.0
4a8c3d4546,J7,0.0
4a8c3d4546,J8,0.0
4a8c3d4546,J9,0.0
4a9529e21d,J1,0.7
4a9529e21d,J2,1.4
4a9529e21d,J3,0.7
4a9529e21d,J4,0.7
4a9529e21d,J5,0.7
4a9529e21d,J6,0.7
4a9529e21d,J7,1.4
4a9529e21d,J8,1.4
4a9529e21d,J9,0.7
4aab11bb11,J1,0.0
4aab11bb11,J2,0.0
4aab11bb11,J3,0.0
4aab11bb11,J4,0.7
4aab11bb11,J5,0.7
4aab11bb11,J6,0.0
4aab11bb11,J7,0.0
4aab11bb11,J8,0.0
4aab11bb11,J9,-0.7
4aee1565ab,J1,0.0
4aee1565ab,J2,0.0
4aee1565ab,J3,0.3
4aee1565ab,J4,0.0
4aee1565ab,J5,0.0
4aee1565ab,J6,0.0
4aee1565ab,J7,-0.3
4aee1565ab,J8,0.0
4aee1565ab,J9,0.3
4b071e8035,J1,1.4
4b071e8035,J2,1.4
4b071e8035,J3,0.7
4b071e8035,J4,2.1
4b071e8035,J5,1.4
4b071e8035,J6,0.7
4b071e8035,J7,1.4
4b071e8035,J8,1.4
4b071e8035,J9,1.4
4b1a4f15c2,J1,1.1
4b1a4f15c2,J2,1.1
4b1a4f15c2,J3,2.2
4b1a4f15c2,J4,1.1
4b1a4f15c2,J5,0.0
4b1a4f15c2,J6,1.1
4b1a4f15c2,J7,1.1
4b1a4f15c2,J8,0.0
4b1a4f15c2,J9,1.1
4b1f570b29,J1,0.5
4b1f570b29,J2,1.0
4b1f570b29,J3,1.0
4b1f570b29,J4,1.0
4b1f570b29,J5,0.5
4b1f570b29,J6,1.0
4b1f570b29,J7,1.0
4b1f570b29,J8,1.0
4b1f570b29,J9,0.5
4b2c4cd61b,J1,0.5
4b2c4cd61b,J2,0.5
4b2c4cd61b,J3,0.0
4b2c4cd61b,J4,0.5
4b2c4cd61b,J5,-0.5
4b2c4cd61b,J6,0.0
4b2c4cd61b,J7,0.5
4b2c4cd61b,J8,0.0
4b2c4cd61b,J9,-0.5
4b665c5baf,J1,1.0
4b665c5baf,J2,1.0
4b665c5baf,J3,1.5
4b665c5baf,J4,1.0
4b665c5baf,J5,1.5
4b665c5baf,J6,1.0
4b665c5baf,J7,1.0
4b665c5baf,J8,1.5
4b665c5baf,J9,1.0
4b86e0ed78,J1,1.8
4b86e0ed78,J2,1.2
4b86e0ed78,J3,1.2
4b86e0ed78,J4,1.2
4b86e0ed78,J5,1.8
4b86e0ed78,J6,1.8
4b86e0ed78,J7,1.2
4b86e0ed78,J8,1.8
4b86e0ed78,J9,1.2
4bc555c4a3,J1,1.1
4bc555c4a3,J2,0.0
4bc555c4a3,J3,1.1
4bc555c4a3,J4,2.2
4bc555c4a3,J5,1.1
4bc555c4a3,J6,1.1
4bc555c4a3,J7,1.1
4bc555c4a3,J8,1.1
4bc555c4a3,J9,2.2
4bcd69f00b,J1,-2.1
4bcd69f00b,J2,-2.1
4bcd69f00b,J3,-2.1
4bcd69f00b,J4,-2.1
4bcd69f00b,J5,-2.1
4bcd69f00b,J6,-2.1
4bcd69f00b,J7,-2.1
4bcd69f00b,J8,-1.4
4bcd69f00b,J9,-2.1
4bd5317cfc,J1,1.4
4bd5317cfc,J2,0.7
4bd5317cfc,J3,0.7
4bd5317cfc,J4,0.7
4bd5317cfc,J5,0.7
4bd5317cfc,J6,0.7
4bd5317cfc,J7,1.4
4bd5317cfc,J8,0.7
4bd5317cfc,J9,0.7
4c1b42bc23,J1,-0.7
4c1b42bc23,J2,-0.7
4c1b42bc23,J3,0.0
4c1b42bc23,J4,-1.4
4c1b42bc23,J5,0.0
4c1b42bc23,J6,0.7
4c1b42bc23,J7,0.0
4c1b42bc23,J8,0.0
4c1b42bc23,J9,-0.7
4c3b8d572b,J1,2.1
4c3b8d572b,J2,2.1
4c3b8d572b,J3,2.1
4c3b8d572b,J4,1.4
4c3b8d572b,J5,2.1
4c3b8d572b,J6,1.4
4c3b8d572b,J7,2.1
4c3b8d572b,J8,2.1
4c3b8d572b,J9,2.1
4c3dfcf163,J1,0.0
4c3dfcf163,J2,0.0
4c3dfcf163,J3,0.0
4c3dfcf163,J4,0.0
4c3dfcf163,J5,0.5
4c3dfcf163,J6,0.0
4c3dfcf163,J7,0.5
4c3dfcf163,J8,0.5
4c3dfcf163,J9,0.0
4c402ef096,J1,1.0
4c402ef096,J2,1.0
4c402ef096,J3,0.0
4c402ef096,J4,2.0
4c402ef096,J5,1.0
4c402ef096,J6,1.0
4c402ef096,J7,2.0
4c402ef096,J8,0.0
4c402ef096,J9,1.0
4c72476a67,J1,-0.9
4c72476a67,J2,-0.6
4c72476a67,J3,-0.6
4c72476a67,J4,-0.9
4c72476a67,J5,-0.9
4c72476a67,J6,-0.9
4c72476a67,J7,-0.6
4c72476a67,J8,-0.9
4c72476a67,J9,-0.9
4cd8eec346,J1,-1.4
4cd8eec346,J2,-0.7
4cd8eec346,J3,-1.4
4cd8eec346,J4,-1.4
4cd8eec346,J5,-1.4
4cd8eec346,J6,-0.7
4cd8eec346,J7,-0.7
4cd8eec346,J8,-0.7
4cd8eec346,J9,-1.4
4ce21b9f24,J1,0.5
4ce21b9f24,J2,0.0
4ce21b9f24,J3,0.0
4ce21b9f24,J4,0.0
4ce21b9f24,J5,0.0
4ce21b9f24,J6,0.0
4ce21b9f24,J7,0.0
4ce21b9f24,J8,0.5
4ce21b9f24,J9,0.0
4d106cd808,J1,2.2
4d106cd808,J2,1.1
4d106cd808,J3,1.1
4d106cd808,J4,2.2
4d106cd808,J5,3.3
4d106cd808,J6,2.2
4d106cd808,J7,2.2
4d106cd808,J8,2.2
4d106cd808,J9,1.1
4d238fac21,J1,0.6
4d238fac21,J2,1.2
4d238fac21,J3,0.6
4d238fac21,J4,0.6
4d238fac21,J5,0.6
4d238fac21,J6,1.2
4d238fac21,J7,0.6
4d238fac21,J8,0.0
4d238fac21,J9,1.2
4d2b311075,J1,1.2
4d2b311075,J2,1.2
4d2b311075,J3,0.6
4d2b311075,J4,1.8
4d2b311075,J5,1.8
4d2b311075,J6,1.2
4d2b311075,J7,1.2
4d2b311075,J8,0.6
4d2b311075,J9,1.2
4d3e4420b0,J1,1.4
4d3e4420b0,J2,0.7
4d3e4420b0,J3,0.7
4d3e4420b0,J4,0.7
4d3e4420b0,J5,0.7
4d3e4420b0,J6,0.7
4d3e4420b0,J7,0.0
4d3e4420b0,J8,0.0
4d3e4420b0,J9,0.7
4d664a8527,J1,0.0
4d664a8527,J2,0.7
4d664a8527,J3,0.0
4d664a8527,J4,0.7
4d664a8527,J5,0.7
4d664a8527,J6,0.7
4d664a8527,J7,1.4
4d664a8527,J8,0.0
4d664a8527,J9,0.7
4d6c33ef59,J1,0.0
4d6c33ef59,J2,0.0
4d6c33ef59,J3,0.0
4d6c33ef59,J4,1.2
4d6c33ef59,J5,0.0
4d6c33ef59,J6,0.0
4d6c33ef59,J7,0.6
4d6c33ef59,J8,0.0
4d6c33ef59,J9,0.0
4d8741a515,J1,1.8
4d8741a515,J2,1.2
4d8741a515,J3,1.8
4d8741a515,J4,1.8
4d8741a515,J5,1.2
4d8741a515,J6,1.2
4d8741a515,J7,1.2
4d8741a515,J8,1.2
4d8741a515,J9,1.8
4dbc8eb224,J1,1.1
4dbc8eb224,J2,1.1
4dbc8eb224,J3,1.1
4dbc8eb224,J4,1.1
4dbc8eb224,J5,0.0
4dbc8eb224,J6,1.1
4dbc8eb224,J7,0.0
4dbc8eb224,J8,1.1
4dbc8eb224,J9,0.0
4e2f4950a5,J1,-0.5
4e2f4950a5,J2,0.6
4e2f4950a5,J3,0.6
4e2f4950a5,J4,-0.5
4e2f4950a5,J5,-0.5
4e2f4950a5,J6,-0.5
4e2f4950a5,J7,0.6
4e2f4950a5,J8,-0.5
4e2f4950a5,J9,0.6
4e46dbb66b,J1,0.0
4e46dbb66b,J2,0.0
4e46dbb66b,J3,0.7
4e46dbb66b,J4,0.0
4e46dbb66b,J5,0.0
4e46dbb66b,J6,0.0
4e46dbb66b,J7,0.7
4e46dbb66b,J8,0.7
4e46dbb66b,J9,-0.7
4e7bc6b19e,J1,1.4
4e7bc6b19e,J2,1.4
4e7bc6b19e,J3,2.1
4e7bc6b19e,J4,1.4
4e7bc6b19e,J5,0.7
4e7bc6b19e,J6,2.1
4e7bc6b19e,J7,2.1
4e7bc6b19e,J8,0.7
4e7bc6b19e,J9,1.4
4ebcf54ccd,J1,1.0
4ebcf54ccd,J2,0.0
4ebcf54ccd,J3,1.0
4ebcf54ccd,J4,1.0
4ebcf54ccd,J5,1.0
4ebcf54ccd,J6,0.0
4ebcf54ccd,J7,2.0
4ebcf54ccd,J8,0.0
4ebcf54ccd,J9,0.0
4f0befeda0,J1,-0.5
4f0befeda0,J2,0.0
4f0befeda0,J3,0.0
4f0befeda0,J4,-0.5
4f0befeda0,J5,0.0
4f0befeda0,J6,-0.5
4f0befeda0,J7,-0.5
4f0befeda0,J8,0.0
4f0befeda0,J9,0.0
4f1b62cf7b,J1,0.5
4f1b62cf7b,J2,0.5
4f1b62cf7b,J3,0.0
4f1b62cf7b,J4,0.5
4f1b62cf7b,J5,0.5
4f1b62cf7b,J6,0.0
4f1b62cf7b,J7,0.5
4f1b62cf7b,J8,0.0
4f1b62cf7b,J9,0.0
4f34b1ac5d,J1,0.5
4f34b1ac5d,J2,0.5
4f34b1ac5d,J3,0.5
4f34b1ac5d,J4,0.5
4f34b1ac5d,J5,0.0
4f34b1ac5d,J6,0.5
4f34b1ac5d,J7,0.5
4f34b1ac5d,J8,0.5
4f34b1ac5d,J9,0.5
4f5624fab2,J1,-2.1
4f5624fab2,J2,-2.1
4f5624fab2,J3,-2.1
4f5624fab2,J4,-2.1
4f5624fab2,J5,-2.1
4f5624fab2,J6,-2.1
4f5624fab2,J7,-2.1
4f5624fab2,J8,-2.1
4f5624fab2,J9,-2.1
4f866c4379,J1,0.0
4f866c4379,J2,0.0
4f866c4379,J3,0.0
4f866c4379,J4,0.0
4f866c4379,J5,0.0
4f866c4379,J6,0.0
4f866c4379,J7,0.0
4f866c4379,J8,0.2
4f866c4379,J9,0.0
4f929bfa43,J1,1.0
4f929bfa43,J2,1.0
4f929bfa43,J3,1.0
4f929bfa43,J4,1.0
4f929bfa43,J5,1.0
4f929bfa43,J6,1.0
4f929bfa43,J7,1.0
4f929bfa43,J8,1.0
4f929bfa43,J9,1.5
4f9a3a9ec4,J1,1.8
4f9a3a9ec4,J2,1.2
4f9a3a9ec4,J3,1.8
4f9a3a9ec4,J4,1.2
4f9a3a9ec4,J5,1.8
4f9a3a9ec4,J6,1.2
4f9a3a9ec4,J7,1.2
4f9a3a9ec4,J8,1.2
4f9a3a9ec4,J9,1.2
4fb6d3d30b,J1,1.4
4fb6d3d30b,J2,1.4
4fb6d3d30b,J3,0.7
4fb6d3d30b,J4,1.4
4fb6d3d30b,J5,0.0
4fb6d3d30b,J6,0.0
4fb6d3d30b,J7,0.7
4fb6d3d30b,J8,0.7
4fb6d3d30b,J9,0.7
4ff252a5d2,J1,1.0
4ff252a5d2,J2,2.0
4ff252a5d2,J3,2.0
4ff252a5d2,J4,2.0
4ff252a5d2,J5,1.0
4ff252a5d2,J6,2.0
4ff252a5d2,J7,1.0
4ff252a5d2,J8,1.0
4ff252a5d2,J9,1.0
503967ef0b,J1,0.7
503967ef0b,J2,0.7
503967ef0b,J3,0.0
503967ef0b,J4,1.4
503967ef0b,J5,0.7
503967ef0b,J6,1.4
503967ef0b,J7,0.7
503967ef0b,J8,1.4
503967ef0b,J9,1.4
50522c8b71,J1,0.5
50522c8b71,J2,0.5
50522c8b71,J3,0.5
50522c8b71,J4,0.5
50522c8b71,J5,1.0
50522c8b71,J6,0.5
50522c8b71,J7,0.5
50522c8b71,J8,0.5
50522c8b71,J9,0.5
50631d7cb8,J1,0.6
50631d7cb8,J2,0.0
50631d7cb8,J3,1.2
50631d7cb8,J4,0.6
50631d7cb8,J5,1.2
50631d7cb8,J6,1.2
50631d7cb8,J7,0.6
50631d7cb8,J8,-0.5
50631d7cb8,J9,1.2
50720ca86f,J1,0.7
50720ca86f,J2,0.7
50720ca86f,J3,0.7
50720ca86f,J4,0.7
50720ca86f,J5,1.4
50720ca86f,J6,1.4
50720ca86f,J7,1.4
50720ca86f,J8,1.4
50720ca86f,J9,0.7
5072f4726a,J1,0.7
5072f4726a,J2,0.7
5072f4726a,J3,0.7
5072f4726a,J4,1.4
5072f4726a,J5,1.4
5072f4726a,J6,0.7
5072f4726a,J7,0.7
5072f4726a,J8,0.7
5072f4726a,J9,1.4
509e548869,J1,1.5
509e548869,J2,1.0
509e548869,J3,1.0
509e548869,J4,1.0
509e548869,J5,1.0
509e548869,J6,1.0
509e548869,J7,1.0
509e548869,J8,1.0
509e548869,J9,1.0
50d62319d1,J1,0.7
50d62319d1,J2,1.4
50d62319d1,J3,1.4
50d62319d1,J4,1.4
50d62319d1,J5,0.7
50d62319d1,J6,1.4
50d62319d1,J7,1.4
50d62319d1,J8,1.4
50d62319d1,J9,0.7
50d8e3ad65,J1,0.0
50d8e3ad65,J2,0.0
50d8e3ad65,J3,0.0
50d8e3ad65,J4,0.5
50d8e3ad65,J5,-0.3
50d8e3ad65,J6,0.0
50d8e3ad65,J7,0.5
50d8e3ad65,J8,-0.6
50d8e3ad65,J9,0.0
50d8e8ebcf,J1,2.2
50d8e8ebcf,J2,2.2
50d8e8ebcf,J3,2.2
50d8e8ebcf,J4,2.2
50d8e8ebcf,J5,1.1
50d8e8ebcf,J6,2.2
50d8e8ebcf,J7,1.1
50d8e8ebcf,J8,1.1
50d8e8ebcf,J9,1.1
50e494749a,J1,2.2
50e494749a,J2,2.2
50e494749a,J3,2.2
50e494749a,J4,2.2
50e494749a,J5,1.1
50e494749a,J6,2.2
50e494749a,J7,2.2
50e494749a,J8,2.2
50e494749a,J9,2.2
50e8f464b1,J1,0.0
50e8f464b1,J2,0.5
50e8f464b1,J3,0.5
50e8f464b1,J4,0.5
50e8f464b1,J5,0.5
50e8f464b1,J6,0.5
50e8f464b1,J7,1.0
50e8f464b1,J8,1.0
50e8f464b1,J9,0.5
50f2111274,J1,1.4
50f2111274,J2,1.4
50f2111274,J3,1.4
50f2111274,J4,1.4
50f2111274,J5,1.4
50f2111274,J6,1.4
50f2111274,J7,2.1
50f2111274,J8,2.1
50f2111274,J9,0.7
51024df146,J1,0.7
51024df146,J2,1.4
51024df146,J3,1.4
51024df146,J4,0.7
51024df146,J5,0.7
51024df146,J6,0.7
51024df146,J7,1.4
51024df146,J8,0.7
51024df146,J9,0.7
5111d45ed6,J1,0.0
5111d45ed6,J2,0.0
5111d45ed6,J3,0.0
5111d45ed6,J4,0.0
5111d45ed6,J5,0.0
5111d45ed6,J6,0.7
5111d45ed6,J7,0.0
5111d45ed6,J8,0.7
5111d45ed6,J9,0.7
5148010d90,J1,3.3
5148010d90,J2,3.3
5148010d90,J3,2.2
5148010d90,J4,3.3
5148010d90,J5,3.3
5148010d90,J6,3.3
5148010d90,J7,3.3
5148010d90,J8,2.2
5148010d90,J9,3.3
51a3c25684,J1,1.4
51a3c25684,J2,2.1
51a3c25684,J3,1.4
51a3c25684,J4,1.4
51a3c25684,J5,1.4
51a3c25684,J6,1.4
51a3c25684,J7,1.4
51a3c25684,J8,1.4
51a3c25684,J9,1.4
51a9262016,J1,0.5
51a9262016,J2,1.0
51a9262016,J3,1.0
51a9262016,J4,1.0
51a9262016,J5,0.5
51a9262016,J6,0.5
51a9262016,J7,0.5
51a9262016,J8,1.0
51a9262016,J9,1.5
51bb631bc4,J1,0.0
51bb631bc4,J2,0.0
51bb631bc4,J3,-0.7
51bb631bc4,J4,-0.7
51bb631bc4,J5,0.7
51bb631bc4,J6,0.0
51bb631bc4,J7,0.0
51bb631bc4,J8,0.0
51bb631bc4,J9,0.7
51d44d0114,J1,-3.0
51d44d0114,J2,-3.0
51d44d0114,J3,-3.0
51d44d0114,J4,-3.0
51d44d0114,J5,-3.0
51d44d0114,J6,-3.0
51d44d0114,J7,-3.0
51d44d0114,J8,-3.0
51d44d0114,J9,-3.0
51d6a4206c,J1,1.0
51d6a4206c,J2,0.5
51d6a4206c,J3,1.0
51d6a4206c,J4,1.0
51d6a4206c,J5,1.0
51d6a4206c,J6,1.0
51d6a4206c,J7,1.0
51d6a4206c,J8,1.0
51d6a4206c,J9,0.5
51dd5ebfa1,J1,0.7
51dd5ebfa1,J2,0.7
51dd5ebfa1,J3,1.4
51dd5ebfa1,J4,0.7
51dd5ebfa1,J5,0.7
51dd5ebfa1,J6,0.7
51dd5ebfa1,J7,0.0
51dd5ebfa1,J8,1.4
51dd5ebfa1,J9,0.7
5215eb52f6,J1,0.7
5215eb52f6,J2,0.7
5215eb52f6,J3,0.7
5215eb52f6,J4,0.0
5215eb52f6,J5,0.0
5215eb52f6,J6,0.7
5215eb52f6,J7,0.0
5215eb52f6,J8,0.7
5215eb52f6,J9,0.7
52186bffe4,J1,0.5
52186bffe4,J2,0.5
52186bffe4,J3,0.5
52186bffe4,J4,0.5
52186bffe4,J5,0.5
52186bffe4,J6,0.5
52186bffe4,J7,0.5
52186bffe4,J8,0.5
52186bffe4,J9,-0.3
5249fb21c7,J1,0.5
5249fb21c7,J2,0.5
5249fb21c7,J3,0.5
5249fb21c7,J4,0.0
5249fb21c7,J5,0.5
5249fb21c7,J6,0.5
5249fb21c7,J7,0.5
5249fb21c7,J8,0.5
5249fb21c7,J9,0.5
52adba176c,J1,2.1
52adba176c,J2,1.4
52adba176c,J3,1.4
52adba176c,J4,1.4
52adba176c,J5,2.1
52adba176c,J6,2.1
52adba176c,J7,2.1
52adba176c,J8,2.1
52adba176c,J9,2.1
52e6f10bf2,J1,0.0
52e6f10bf2,J2,-0.5
52e6f10bf2,J3,0.0
52e6f10bf2,J4,0.0
52e6f10bf2,J5,0.6
52e6f10bf2,J6,0.0
52e6f10bf2,J7,0.6
52e6f10bf2,J8,0.6
52e6f10bf2,J9,0.6
5320b3d933,J1,3.3
5320b3d933,J2,1.1
5320b3d933,J3,2.2
5320b3d933,J4,2.2
5320b3d933,J5,2.2
5320b3d933,J6,2.2
5320b3d933,J7,2.2
5320b3d933,J8,2.2
5320b3d933,J9,2.2
5334956358,J1,1.4
5334956358,J2,0.7
5334956358,J3,0.7
5334956358,J4,1.4
5334956358,J5,0.7
5334956358,J6,1.4
5334956358,J7,1.4
5334956358,J8,1.4
5334956358,J9,1.4
53558b475a,J1,1.0
53558b475a,J2,0.5
53558b475a,J3,1.0
53558b475a,J4,0.5
53558b475a,J5,0.0
53558b475a,J6,1.0
53558b475a,J7,0.0
53558b475a,J8,0.5
53558b475a,J9,0.0
53606ea7b4,J1,0.0
53606ea7b4,J2,0.0
53606ea7b4,J3,0.0
53606ea7b4,J4,-0.7
53606ea7b4,J5,0.0
53606ea7b4,J6,0.0
53606ea7b4,J7,-0.7
53606ea7b4,J8,0.0
53606ea7b4,J9,0.7
5372aba97a,J1,1.4
5372aba97a,J2,1.4
5372aba97a,J3,0.7
5372aba97a,J4,1.4
5372aba97a,J5,0.7
5372aba97a,J6,1.4
5372aba97a,J7,1.4
5372aba97a,J8,1.4
5372aba97a,J9,0.7
538f33f15c,J1,1.1
538f33f15c,J2,1.1
538f33f15c,J3,1.1
538f33f15c,J4,2.2
538f33f15c,J5,2.2
538f33f15c,J6,1.1
538f33f15c,J7,1.1
538f33f15c,J8,1.1
538f33f15c,J9,1.1
53a0ca7ced,J1,1.0
